model,cv,r2_mean,r2_std,mae_mean,mae_std,rmse_mean,rmse_std,mape_mean,mape_std
xgboost,5-fold,0.9194361517906486,0.0017114736671419155,0.1361919392867311,0.0008372957164977628,0.3201818911801992,0.0040480120807374126,17.009636447335332,0.14836129847810942
